"MACRORREGIÃO ","UNIDADES EXECUTANTES","COMPLEXIDADE","TIPO DE ATENDIMENTO","TIPO DE LEITO","ESPECIALIDADES","FLUXO REGULATÓRIO","PARTICULARIDADES DA SOLICITAÇÃO POR UNIDADE EXECUTANTE","COBERTURA SAD - MUNICÍPIO REFERÊNCIA X UN. EXECUTANTE","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HEJA - JARAGUÁ","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GINECOLOGIA","","GINECOLOGIA 
DRENAGEM DE HEMATOMA VULVAR OU VAGINAL
EXCISÃO DE CORPO ESTRANHO VAGINAL
OOFORECTOMIA / CISTECTOMIA OVARIANA DE URGÊNCIA 
DRENAGEM DE ABSCESSO TUBO-OVARIANO OU PÉLVICO","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","REGULAÇÃO PARA O LEITO","HESLMB: CASOS CIRÚRGICOS DE BAIXA E MÉDIA COMPLEXIDADE, TAIS COMO: SUSPEITA DE ABDOME AGUDO PERFURATIVO, INFLAMATÓRIO OU OBSTRUTIVO; TRAUMAS ABDOMINAIS FECHADOS SEM MÚLTIPLAS FRATURAS E/OU POLITRAUMA GRAVE;

NÃO É PERFIL: HEMORRAGIAS DIGESTIVAS ALTA E BAIXA COM NECESSIDADE DE PROCEDIMENTO ENDOSCÓPICO; AFECÇÕES DAS VIAS BILIARES COM NECESSIDADE DE COLANGIORRESSONÂNCIA E CPRE; ABSCESSOS HEPÁTICOS E RENAIS; CONDUTAS VASCULARES DE URGÊNCIA, COMO AMPUTAÇÃO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","HESLMB: TRAUMAS EM GERAL DE BAIXA E MÉDIA COMPLEXIDADE (FRATURAS FECHADAS); FRATURAS EXPOSTAS (EXCETO FÊMUR).

NÃO É PERFIL:
FRATURA PROXIMAL DE FÊMUR; FRATURAS DE TÍBIA COM DESVIO SIGNIFICATIVO OU INSTABILIDADE, QUE DEMANDEM FIXAÇÃO CIRÚRGICA COMPLEXA; FRATURAS E LESÕES DE JOELHO (EX.: RUPTURA DE LCA/LCP OU LUXAÇÕES COMPLEXAS); FRATURAS DE COLUNA, ÚMERO, COTOVELO, FÊMUR, COLO DE FÊMUR, QUADRIL E CALCÂNEO; PACIENTES POLITRAUMATIZADOS COM ACOMETIMENTO DE OSSOS LONGOS E MAIS DE UM ÓRGÃO OU CAVIDADE (ABDOME, TÓRAX E CRÂNIO), TRAUMA RAQUIMEDULAR E GRANDE QUEIMADO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","REGULAÇÃO PARA O LEITO","HESLMB: INTERNAÇÃO A IDADE ACIMA DE ≥ 14 ANOS. PACIENTES COM INSTABILIDADE HEMODINÂMICA, RESPIRATÓRIA OU INFECCIOSA, OU COM POTENCIAL DE EVOLUÇÃO PARA INSTABILIDADE, QUE NECESSITEM DE MONITORAÇÃO, CUIDADOS INTENSIVOS E INTERVENÇÃO.

NÃO É PERFIL: ANEURISMAS DE AORTA; REVASCULARIZAÇÕES; ONCOLOGIA; CIRURGIA TORÁCICA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","REGULAÇÃO PARA O LEITO","HESLMB: CASOS CIRÚRGICOS DE BAIXA E MÉDIA COMPLEXIDADE, TAIS COMO: SUSPEITA DE ABDOME AGUDO PERFURATIVO, INFLAMATÓRIO OU OBSTRUTIVO; TRAUMAS ABDOMINAIS FECHADOS SEM MÚLTIPLAS FRATURAS E/OU POLITRAUMA GRAVE;

NÃO É PERFIL: HEMORRAGIAS DIGESTIVAS ALTA E BAIXA COM NECESSIDADE DE PROCEDIMENTO ENDOSCÓPICO; AFECÇÕES DAS VIAS BILIARES COM NECESSIDADE DE COLANGIORRESSONÂNCIA E CPRE; ABSCESSOS HEPÁTICOS E RENAIS; CONDUTAS VASCULARES DE URGÊNCIA, COMO AMPUTAÇÃO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","HESLMB: TRAUMAS EM GERAL DE BAIXA E MÉDIA COMPLEXIDADE (FRATURAS FECHADAS); FRATURAS EXPOSTAS (EXCETO FÊMUR).

NÃO É PERFIL:
FRATURA PROXIMAL DE FÊMUR; FRATURAS DE TÍBIA COM DESVIO SIGNIFICATIVO OU INSTABILIDADE, QUE DEMANDEM FIXAÇÃO CIRÚRGICA COMPLEXA; FRATURAS E LESÕES DE JOELHO (EX.: RUPTURA DE LCA/LCP OU LUXAÇÕES COMPLEXAS); FRATURAS DE COLUNA, ÚMERO, COTOVELO, FÊMUR, COLO DE FÊMUR, QUADRIL E CALCÂNEO; PACIENTES POLITRAUMATIZADOS COM ACOMETIMENTO DE OSSOS LONGOS E MAIS DE UM ÓRGÃO OU CAVIDADE (ABDOME, TÓRAX E CRÂNIO), TRAUMA RAQUIMEDULAR E GRANDE QUEIMADO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","REGULAÇÃO PARA O LEITO","HESLMB: CASOS CLÍNICOS, INVESTIGAÇÃO DIAGNÓSTICA E TRATAMENTO DE DOENÇAS NÃO CIRÚRGICAS;

NÃO É PERFIL:  SUPORTE HEMODINÂMICO; AVC HEMORRÁGICO E ISQUÊMICO; TCE COM HEMATOMA SUBDURAL; ANEURISMA, DENTRE OUTROS.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA GERAL","ENCAMINHAMENTO DE URGÊNCIA ","HESLMB: CASOS CIRÚRGICOS DE BAIXA E MÉDIA COMPLEXIDADE, TAIS COMO: SUSPEITA DE ABDOME AGUDO PERFURATIVO, INFLAMATÓRIO OU OBSTRUTIVO; TRAUMAS ABDOMINAIS FECHADOS SEM MÚLTIPLAS FRATURAS E/OU POLITRAUMA GRAVE;

NÃO É PERFIL: HEMORRAGIAS DIGESTIVAS ALTA E BAIXA COM NECESSIDADE DE PROCEDIMENTO ENDOSCÓPICO; AFECÇÕES DAS VIAS BILIARES COM NECESSIDADE DE COLANGIORRESSONÂNCIA E CPRE; ABSCESSOS HEPÁTICOS E RENAIS; CONDUTAS VASCULARES DE URGÊNCIA, COMO AMPUTAÇÃO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","ORTOPEDIA E TRAUMATOLOGIA","ENCAMINHAMENTO DE URGÊNCIA ","HESLMB: TRAUMAS EM GERAL DE BAIXA E MÉDIA COMPLEXIDADE (FRATURAS FECHADAS); FRATURAS EXPOSTAS (EXCETO FÊMUR).

NÃO É PERFIL:
FRATURA PROXIMAL DE FÊMUR; FRATURAS DE TÍBIA COM DESVIO SIGNIFICATIVO OU INSTABILIDADE, QUE DEMANDEM FIXAÇÃO CIRÚRGICA COMPLEXA; FRATURAS E LESÕES DE JOELHO (EX.: RUPTURA DE LCA/LCP OU LUXAÇÕES COMPLEXAS); FRATURAS DE COLUNA, ÚMERO, COTOVELO, FÊMUR, COLO DE FÊMUR, QUADRIL E CALCÂNEO; PACIENTES POLITRAUMATIZADOS COM ACOMETIMENTO DE OSSOS LONGOS E MAIS DE UM ÓRGÃO OU CAVIDADE (ABDOME, TÓRAX E CRÂNIO), TRAUMA RAQUIMEDULAR E GRANDE QUEIMADO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","GINECOLOGIA","ENCAMINHAMENTO DE URGÊNCIA ","HESLMB: AVALIAÇÃO NO PRONTO SOCORRO PARA PACIENTES QUE NECESSITEM DE PROCEDIMENTOS DE BAIXA E MÉDIA COMPLEXIDADE EM DECORRÊNCIA DE: SANGRAMENTO UTERINO DISFUNCIONAL; DOR PÉLVICA E COMPLICAÇÕES RELACIONADAS A CISTOS (EX.: TORÇÃO DE CISTO OVARIANO); NEOPLASIAS BENIGNAS (MIOMAS); INFECÇÕES GINECOLÓGICAS QUE NÃO POSSAM SER TRATADAS AMBULATORIALMENTE.

NÃO É PERFIL:
DOR PÉLVICA RELACIONADA A DOENÇAS DO ENDOMÉTRIO COM ACOMETIMENTO DE ÓRGÃOS PROFUNDOS; NEOPLASIAS MALIGNAS DE ÚTERO, ENDOMÉTRIO, OVÁRIOS, VULVA E VAGINA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","PEDIATRIA","ENCAMINHAMENTO DE URGÊNCIA ","HESLMB: CRIANÇAS COM IDADE DE ATÉ 14 ANOS, 11 MESES E 29 DIAS; CASOS CLÍNICOS EMERGENCIAIS E DE URGÊNCIA, DE BAIXA E MÉDIA COMPLEXIDADE.

NÃO É PERFIL: 
SUPORTE PARA TOMOGRAFIA INFANTIL; CASOS QUE NECESSITEM DE SUBESPECIALIDADES, ISOLAMENTO, ALTO FLUXO DE OXIGÊNIO OU TERAPIA INTENSIVA; NÃO DISPÕE DE CIPE E NEONATOLOGIA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HESLMB - S. LUIS DE M. BELOS","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CLÍNICA MÉDICA","ENCAMINHAMENTO DE URGÊNCIA ","HESLMB: CASOS CLÍNICOS, INVESTIGAÇÃO DIAGNÓSTICA E TRATAMENTO DE DOENÇAS NÃO CIRÚRGICAS;

NÃO É PERFIL:  SUPORTE HEMODINÂMICO; AVC HEMORRÁGICO E ISQUÊMICO; TCE COM HEMATOMA SUBDURAL; ANEURISMA, DENTRE OUTROS.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGOL - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UTI CORONARIANA","","HUGOL: IAM/CATETERISMO, ANGIOPLASTIA, MARCAPASSO, CIRURGIA CARDÍACA, ANEURISMA DISSECAÇÃO DE AORTA - NÃO REALIZA ABLAÇÃO E IMPLANTE DE CDI","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA BUCOMAXILOFACIAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ORTOPEDIA E TRAUMATOLOGIA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HETRIN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA BUCOMAXILOFACIAL","REGULAÇÃO PARA O LEITO","HETRIN: NÃO É PERFIL: ABSCESSOS RETROFARÍNGEOS; ABCESSO PERITONSILAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","REGULAÇÃO PARA O LEITO","HETRIN: CASOS CIRÚRGICOS DE BAIXA E MÉDIA COMPLEXIDADE, TAIS COMO: SUSPEITA DE ABDOME AGUDO PERFURATIVO, INFLAMATÓRIO OU OBSTRUTIVO; TRAUMAS ABDOMINAIS FECHADOS SEM MÚLTIPLAS FRATURAS E/OU POLITRAUMA GRAVE;

NÃO É PERFIL: HEMORRAGIA DIGESTIVA ALTA, UNIDADE NÃO TEM ENDOSCOPIA. NÃO REALIZA CPRE, FAB E FAF. UNIDADE NÃO DISPÕE DE BANCO DE SANGUE. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","HETRIN: TRAUMAS EM GERAL DE BAIXA E MÉDIA COMPLEXIDADE (FRATURAS FECHADAS); FRATURAS EXPOSTAS (EXCETO FEMUR, COLO DO FEMUR, QUADRIL, COTOVELO, UMERO, COLUNA)

NÃO É PERFIL: COLUNA; LESÃO RAQUIMEDULAR.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","REGULAÇÃO PARA O LEITO","HETRIN: CASOS CLÍNICOS, INVESTIGAÇÃO DIAGNÓSTICA E TRATAMENTO DE DOENÇAS NÃO CIRÚRGICAS;
NÃO É PERFIL:  PÉ DIABÉTICO COM COMPONENTE ARTERIAL E LESÃO VASCULAR; ARTERIOGRAFIA , CARDIOLOGIA INTERVENCIONISTA: IAM, ANGINA INSTÁVEL, BAVT (HEMODINÂMICA). HIPERTENSÃO PULMONAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","REGULAÇÃO PARA O LEITO","HETRIN: NÃO É PERFIL: ABSCESSOS RETROFARÍNGEOS; ABCESSO PERITONSILAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","REGULAÇÃO PARA O LEITO","HETRIN: CASOS CIRÚRGICOS DE BAIXA E MÉDIA COMPLEXIDADE, TAIS COMO: SUSPEITA DE ABDOME AGUDO PERFURATIVO, INFLAMATÓRIO OU OBSTRUTIVO; TRAUMAS ABDOMINAIS FECHADOS SEM MÚLTIPLAS FRATURAS E/OU POLITRAUMA GRAVE;

NÃO É PERFIL: HEMORRAGIA DIGESTIVA ALTA, UNIDADE NÃO TEM ENDOSCOPIA. NÃO REALIZA CPRE, FAB E FAF. UNIDADE NÃO DISPÕE DE BANCO DE SANGUE. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","HETRIN: TRAUMAS EM GERAL DE BAIXA E MÉDIA COMPLEXIDADE (FRATURAS FECHADAS); FRATURAS EXPOSTAS (EXCETO FEMUR, COLO DO FEMUR, QUADRIL, COTOVELO, UMERO, COLUNA)

NÃO É PERFIL: COLUNA; LESÃO RAQUIMEDULAR.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","REGULAÇÃO PARA O LEITO","HETRIN: CASOS CLÍNICOS, INVESTIGAÇÃO DIAGNÓSTICA E TRATAMENTO DE DOENÇAS NÃO CIRÚRGICAS;
NÃO É PERFIL:  PÉ DIABÉTICO COM COMPONENTE ARTERIAL E LESÃO VASCULAR; ARTERIOGRAFIA , CARDIOLOGIA INTERVENCIONISTA: IAM, ANGINA INSTÁVEL, BAVT (HEMODINÂMICA). HIPERTENSÃO PULMONAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA BUCOMAXILOFACIAL","ENCAMINHAMENTO DE URGÊNCIA ","HETRIN: NÃO É PERFIL: ABSCESSOS RETROFARÍNGEOS; ABCESSO PERITONSILAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA GERAL","ENCAMINHAMENTO DE URGÊNCIA ","HETRIN: CASOS CIRÚRGICOS DE BAIXA E MÉDIA COMPLEXIDADE, TAIS COMO: SUSPEITA DE ABDOME AGUDO PERFURATIVO, INFLAMATÓRIO OU OBSTRUTIVO; TRAUMAS ABDOMINAIS FECHADOS SEM MÚLTIPLAS FRATURAS E/OU POLITRAUMA GRAVE;

NÃO É PERFIL: HEMORRAGIA DIGESTIVA ALTA, UNIDADE NÃO TEM ENDOSCOPIA. NÃO REALIZA CPRE, FAB E FAF. UNIDADE NÃO DISPÕE DE BANCO DE SANGUE. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","ORTOPEDIA E TRAUMATOLOGIA","ENCAMINHAMENTO DE URGÊNCIA ","HETRIN: TRAUMAS EM GERAL DE BAIXA E MÉDIA COMPLEXIDADE (FRATURAS FECHADAS); FRATURAS EXPOSTAS (EXCETO FEMUR, COLO DO FEMUR, QUADRIL, COTOVELO, UMERO, COLUNA)

NÃO É PERFIL: COLUNA; LESÃO RAQUIMEDULAR.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HETRIN - TRINDADE","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CLÍNICA MÉDICA","ENCAMINHAMENTO DE URGÊNCIA ","HETRIN: CASOS CLÍNICOS, INVESTIGAÇÃO DIAGNÓSTICA E TRATAMENTO DE DOENÇAS NÃO CIRÚRGICAS;
NÃO É PERFIL:  PÉ DIABÉTICO COM COMPONENTE ARTERIAL E LESÃO VASCULAR; ARTERIOGRAFIA , CARDIOLOGIA INTERVENCIONISTA: IAM, ANGINA INSTÁVEL, BAVT (HEMODINÂMICA). HIPERTENSÃO PULMONAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","HGG: EXCETO CARDIOLOGIA INTERVENCIONISTA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","HGG: EXCETO CARDIOLOGIA INTERVENCIONISTA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
