"MACRORREGIÃO ","UNIDADES EXECUTANTES","COMPLEXIDADE","TIPO DE ATENDIMENTO","TIPO DE LEITO","ESPECIALIDADES","FLUXO REGULATÓRIO","PARTICULARIDADES DA SOLICITAÇÃO POR UNIDADE EXECUTANTE","COBERTURA SAD - MUNICÍPIO REFERÊNCIA X UN. EXECUTANTE","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","HGG: EXCETO CARDIOLOGIA INTERVENCIONISTA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","HGG: EXCETO CARDIOLOGIA INTERVENCIONISTA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","-","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ENDOCRINOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HGG: TEM O SERVIÇO DE HEMODINÂMICA VASCULAR","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEFROLOGIA ","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","UROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HGG - CPRE (CONFORME DISPONIBILIDADE DA UNIDADE)","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CARDIOLOGIA CLÍNICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","GASTROENTEROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PROCTOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","PNEUMOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HGG - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","REUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
