"Município Solicitante","Município Executante","Distancia"
"Posse","Santa Helena de Goiás","723,3"
"Posse","Jataí","838,4"
"Posse","Jataí","838,4"
"Professor Jamil","Aparecida de Goiânia","63,1"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Goiânia","79,6"
"Professor Jamil","Senador Canedo","80,8"
"Professor Jamil","Trindade","90,9"
"Professor Jamil","Trindade","90,9"
"Professor Jamil","Anápolis","131,7"
"Professor Jamil","Itumbiara","158,7"
"Professor Jamil","Itumbiara","158,7"
"Professor Jamil","São Luís de Montes Belos","178,2"
"Professor Jamil","Santa Helena de Goiás","192,5"
"Professor Jamil","Pirenópolis","195"
"Professor Jamil","Jaraguá","205"
"Professor Jamil","Catalão","210,7"
"Professor Jamil","Catalão","210,7"
"Professor Jamil","Catalão","210,7"
"Professor Jamil","Catalão","210,7"
"Professor Jamil","Goiás","215"
"Professor Jamil","Luziânia","217,5"
"Professor Jamil","Águas Lindas de Goiás","239,5"
"Professor Jamil","Ceres","263,3"
"Professor Jamil","Ceres","263,3"
"Professor Jamil","Jataí","326"
"Professor Jamil","Jataí","326"
"Professor Jamil","Formosa","334,1"
"Professor Jamil","Uruaçu","364"
"Quirinópolis","Santa Helena de Goiás","91,8"
"Quirinópolis","Rio Verde","112"
"Quirinópolis","Rio Verde","112"
"Quirinópolis","Itumbiara","160,9"
"Quirinópolis","Itumbiara","160,9"
"Quirinópolis","Jataí","181,9"
"Quirinópolis","Jataí","181,9"
"Quirinópolis","São Luís de Montes Belos","257,2"
"Quirinópolis","Aparecida de Goiânia","265,9"
"Quirinópolis","Trindade","269"
"Quirinópolis","Trindade","269"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Goiânia","279,5"
"Quirinópolis","Catalão","320,3"
"Quirinópolis","Catalão","320,3"
"Quirinópolis","Catalão","320,3"
"Quirinópolis","Catalão","320,3"
"Quirinópolis","Goiás","337,8"
"Quirinópolis","Anápolis","341,4"
"Quirinópolis","Jaraguá","386,9"
"Quirinópolis","Pirenópolis","395,5"
"Quirinópolis","Luziânia","425,7"
"Quirinópolis","Ceres","425,9"
"Quirinópolis","Ceres","425,9"
"Quirinópolis","Águas Lindas de Goiás","445,4"
"Quirinópolis","Uruaçu","540,7"
"Quirinópolis","Formosa","546,3"
"Rialma","Ceres","3"
"Rialma","Ceres","3"
"Rialma","Jaraguá","70,5"
"Rialma","Pirenópolis","113,7"
"Rialma","Goiás","115,8"
"Rialma","Uruaçu","126,9"
"Rialma","Anápolis","161,4"
"Rialma","Águas Lindas de Goiás","181,9"
"Rialma","Trindade","183,3"
"Rialma","Trindade","183,3"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","Goiânia","192,2"
"Rialma","São Luís de Montes Belos","195,1"
"Rialma","Aparecida de Goiânia","210,6"
"Rialma","Luziânia","244,1"
"Rialma","Formosa","290,3"
"Rialma","Santa Helena de Goiás","357,6"
"Rialma","Itumbiara","415,6"
"Rialma","Itumbiara","415,6"
"Rialma","Catalão","426,9"
"Rialma","Catalão","426,9"
"Rialma","Catalão","426,9"
"Rialma","Catalão","426,9"
"Rialma","Jataí","430,7"
"Rialma","Jataí","430,7"
"Rianápolis","Ceres","25,1"
"Rianápolis","Ceres","25,1"
"Rianápolis","Jaraguá","51,6"
"Rianápolis","Pirenópolis","94,5"
"Rianápolis","Goiás","109,7"
"Rianápolis","Uruaçu","135,3"
"Rianápolis","Anápolis","141,3"
"Rianápolis","Trindade","164,9"
"Rianápolis","Trindade","164,9"
"Rianápolis","Águas Lindas de Goiás","167,6"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","Goiânia","172,8"
"Rianápolis","São Luís de Montes Belos","185,6"
"Rianápolis","Aparecida de Goiânia","191,1"
"Rianápolis","Luziânia","233,2"
"Rianápolis","Formosa","279,8"
"Rianápolis","Santa Helena de Goiás","344,9"
"Rianápolis","Itumbiara","397,2"
"Rianápolis","Itumbiara","397,2"
"Rianápolis","Catalão","414,5"
"Rianápolis","Catalão","414,5"
"Rianápolis","Catalão","414,5"
"Rianápolis","Catalão","414,5"
"Rianápolis","Jataí","423"
"Rianápolis","Jataí","423"
"Rio Quente","Caldas Novas","32,8"
"Rio Quente","Itumbiara","107,7"
"Rio Quente","Itumbiara","107,7"
"Rio Quente","Catalão","124,3"
"Rio Quente","Catalão","124,3"
"Rio Quente","Catalão","124,3"
"Rio Quente","Catalão","124,3"
"Rio Quente","Aparecida de Goiânia","144,4"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Goiânia","162"
"Rio Quente","Trindade","180,1"
"Rio Quente","Trindade","180,1"
"Rio Quente","Anápolis","199,1"
"Rio Quente","Luziânia","234,2"
"Rio Quente","Santa Helena de Goiás","237,8"
"Rio Quente","Pirenópolis","257,8"
"Rio Quente","São Luís de Montes Belos","263,8"
"Rio Quente","Águas Lindas de Goiás","275,8"
"Rio Quente","Jaraguá","279,1"
"Rio Quente","Goiás","301,3"
"Rio Quente","Ceres","345,8"
"Rio Quente","Ceres","345,8"
"Rio Quente","Formosa","350"
"Rio Quente","Jataí","374,8"
"Rio Quente","Jataí","374,8"
"Rio Quente","Uruaçu","428,9"
"Rio Verde","Rio Verde","0"
"Rio Verde","Rio Verde","0"
"Rio Verde","Santa Helena de Goiás","45"
"Rio Verde","Jataí","108,3"
"Rio Verde","Jataí","108,3"
"Rio Verde","São Luís de Montes Belos","187,9"
"Rio Verde","Itumbiara","237"
"Rio Verde","Itumbiara","237"
"Rio Verde","Trindade","243"
"Rio Verde","Trindade","243"
"Rio Verde","Aparecida de Goiânia","249,5"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiânia","257,4"
"Rio Verde","Goiás","267,2"
"Rio Verde","Anápolis","317,9"
"Rio Verde","Jaraguá","339,1"
"Rio Verde","Pirenópolis","360,4"
"Rio Verde","Ceres","372,2"
"Rio Verde","Ceres","372,2"
"Rio Verde","Catalão","380,9"
"Rio Verde","Catalão","380,9"
"Rio Verde","Catalão","380,9"
"Rio Verde","Catalão","380,9"
"Rio Verde","Luziânia","423,7"
"Rio Verde","Águas Lindas de Goiás","425,2"
"Rio Verde","Uruaçu","483,9"
"Rio Verde","Formosa","538,6"
"Rubiataba","Ceres","35,9"
"Rubiataba","Ceres","35,9"
"Rubiataba","Jaraguá","105,2"
"Rubiataba","Goiás","118,1"
"Rubiataba","Uruaçu","123,9"
"Rubiataba","Pirenópolis","146"
"Rubiataba","Anápolis","195"
"Rubiataba","São Luís de Montes Belos","200,4"
"Rubiataba","Trindade","207,9"
"Rubiataba","Trindade","207,9"
"Rubiataba","Águas Lindas de Goiás","216,8"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Goiânia","220,3"
"Rubiataba","Aparecida de Goiânia","238,4"
"Rubiataba","Luziânia","279,2"
"Rubiataba","Formosa","321,5"
"Rubiataba","Santa Helena de Goiás","367,8"
"Rubiataba","Jataí","430,2"
"Rubiataba","Jataí","430,2"
"Rubiataba","Itumbiara","432,5"
"Rubiataba","Itumbiara","432,5"
"Rubiataba","Catalão","458,3"
"Rubiataba","Catalão","458,3"
"Rubiataba","Catalão","458,3"
"Rubiataba","Catalão","458,3"
"Sanclerlândia","Goiás","45,7"
"Sanclerlândia","São Luís de Montes Belos","48,3"
"Sanclerlândia","Trindade","124,2"
"Sanclerlândia","Trindade","124,2"
"Sanclerlândia","Jaraguá","142,2"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Goiânia","152,9"
"Sanclerlândia","Ceres","153,8"
"Sanclerlândia","Ceres","153,8"
"Sanclerlândia","Aparecida de Goiânia","163,6"
"Sanclerlândia","Anápolis","179,3"
"Sanclerlândia","Pirenópolis","184,1"
"Sanclerlândia","Santa Helena de Goiás","224"
"Sanclerlândia","Águas Lindas de Goiás","266,9"
"Sanclerlândia","Uruaçu","269,5"
"Sanclerlândia","Jataí","287,4"
"Sanclerlândia","Jataí","287,4"
"Sanclerlândia","Luziânia","302,8"
"Sanclerlândia","Itumbiara","326,5"
"Sanclerlândia","Itumbiara","326,5"
"Sanclerlândia","Formosa","391,8"
"Sanclerlândia","Catalão","400,2"
"Sanclerlândia","Catalão","400,2"
"Sanclerlândia","Catalão","400,2"
"Sanclerlândia","Catalão","400,2"
"Santa Bárbara de Goiás","Trindade","30,9"
"Santa Bárbara de Goiás","Trindade","30,9"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Goiânia","63"
"Santa Bárbara de Goiás","Aparecida de Goiânia","70,1"
"Santa Bárbara de Goiás","São Luís de Montes Belos","91,9"
"Santa Bárbara de Goiás","Anápolis","106,3"
"Santa Bárbara de Goiás","Goiás","108,5"
"Santa Bárbara de Goiás","Jaraguá","125,5"
"Santa Bárbara de Goiás","Pirenópolis","138,1"
"Santa Bárbara de Goiás","Ceres","173,6"
"Santa Bárbara de Goiás","Ceres","173,6"
"Santa Bárbara de Goiás","Santa Helena de Goiás","206,5"
"Santa Bárbara de Goiás","Águas Lindas de Goiás","216,2"
"Santa Bárbara de Goiás","Luziânia","233,1"
"Santa Bárbara de Goiás","Itumbiara","252,7"
"Santa Bárbara de Goiás","Itumbiara","252,7"
"Santa Bárbara de Goiás","Uruaçu","282,4"
"Santa Bárbara de Goiás","Catalão","308,2"
"Santa Bárbara de Goiás","Catalão","308,2"
"Santa Bárbara de Goiás","Catalão","308,2"
"Santa Bárbara de Goiás","Catalão","308,2"
"Santa Bárbara de Goiás","Jataí","311,5"
"Santa Bárbara de Goiás","Jataí","311,5"
"Santa Bárbara de Goiás","Formosa","332,3"
"Santa Cruz de Goiás","Caldas Novas","88,5"
"Santa Cruz de Goiás","Aparecida de Goiânia","124,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Goiânia","133,8"
"Santa Cruz de Goiás","Catalão","135,7"
"Santa Cruz de Goiás","Catalão","135,7"
"Santa Cruz de Goiás","Catalão","135,7"
"Santa Cruz de Goiás","Catalão","135,7"
"Santa Cruz de Goiás","Anápolis","148,5"
"Santa Cruz de Goiás","Trindade","160,5"
"Santa Cruz de Goiás","Trindade","160,5"
"Santa Cruz de Goiás","Luziânia","161,1"
"Santa Cruz de Goiás","Itumbiara","177,6"
"Santa Cruz de Goiás","Itumbiara","177,6"
"Santa Cruz de Goiás","Pirenópolis","209,8"
"Santa Cruz de Goiás","Águas Lindas de Goiás","214,1"
"Santa Cruz de Goiás","Jaraguá","241,2"
"Santa Cruz de Goiás","São Luís de Montes Belos","263,8"
"Santa Cruz de Goiás","Santa Helena de Goiás","277,3"
"Santa Cruz de Goiás","Formosa","278,5"
"Santa Cruz de Goiás","Goiás","281"
"Santa Cruz de Goiás","Ceres","304"
"Santa Cruz de Goiás","Ceres","304"
"Santa Cruz de Goiás","Uruaçu","382"
"Santa Cruz de Goiás","Jataí","418,8"
"Santa Cruz de Goiás","Jataí","418,8"
"Santa Fé de Goiás","Goiás","128,8"
"Santa Fé de Goiás","São Luís de Montes Belos","141"
"Santa Fé de Goiás","Ceres","207,9"
"Santa Fé de Goiás","Ceres","207,9"
"Santa Fé de Goiás","Jaraguá","232,8"
"Santa Fé de Goiás","Trindade","243,8"
"Santa Fé de Goiás","Trindade","243,8"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Goiânia","265,7"
"Santa Fé de Goiás","Pirenópolis","275,6"
"Santa Fé de Goiás","Aparecida de Goiânia","276,2"
"Santa Fé de Goiás","Santa Helena de Goiás","280,4"
"Santa Fé de Goiás","Anápolis","285,8"
"Santa Fé de Goiás","Jataí","292,6"
"Santa Fé de Goiás","Jataí","292,6"
"Santa Fé de Goiás","Uruaçu","302,5"
"Santa Fé de Goiás","Águas Lindas de Goiás","362,4"
"Santa Fé de Goiás","Luziânia","409,7"
"Santa Fé de Goiás","Itumbiara","419,8"
"Santa Fé de Goiás","Itumbiara","419,8"
"Santa Fé de Goiás","Formosa","476,8"
"Santa Fé de Goiás","Catalão","506,2"
"Santa Fé de Goiás","Catalão","506,2"
"Santa Fé de Goiás","Catalão","506,2"
"Santa Fé de Goiás","Catalão","506,2"
"Santa Helena de Goiás","Santa Helena de Goiás","0"
"Santa Helena de Goiás","Rio Verde","36,2"
"Santa Helena de Goiás","Rio Verde","36,2"
"Santa Helena de Goiás","Jataí","146,5"
"Santa Helena de Goiás","Jataí","146,5"
"Santa Helena de Goiás","São Luís de Montes Belos","179"
"Santa Helena de Goiás","Itumbiara","197,4"
"Santa Helena de Goiás","Itumbiara","197,4"
"Santa Helena de Goiás","Trindade","214,5"
"Santa Helena de Goiás","Trindade","214,5"
"Santa Helena de Goiás","Aparecida de Goiânia","222,5"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiânia","232,3"
"Santa Helena de Goiás","Goiás","257,3"
"Santa Helena de Goiás","Anápolis","288,5"
"Santa Helena de Goiás","Jaraguá","318,6"
"Santa Helena de Goiás","Pirenópolis","335"
"Santa Helena de Goiás","Catalão","340,1"
"Santa Helena de Goiás","Catalão","340,1"
"Santa Helena de Goiás","Catalão","340,1"
"Santa Helena de Goiás","Catalão","340,1"
"Santa Helena de Goiás","Ceres","357,8"
"Santa Helena de Goiás","Ceres","357,8"
"Santa Helena de Goiás","Luziânia","396,7"
"Santa Helena de Goiás","Águas Lindas de Goiás","403"
"Santa Helena de Goiás","Uruaçu","468,8"
"Santa Helena de Goiás","Formosa","506,7"
"Santa Isabel","Ceres","25,8"
"Santa Isabel","Ceres","25,8"
"Santa Isabel","Jaraguá","65,8"
"Santa Isabel","Pirenópolis","101"
"Santa Isabel","Uruaçu","115,8"
"Santa Isabel","Goiás","128,3"
"Santa Isabel","Anápolis","154,2"
"Santa Isabel","Águas Lindas de Goiás","163,7"
"Santa Isabel","Trindade","185,6"
"Santa Isabel","Trindade","185,6"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","Goiânia","191,4"
"Santa Isabel","São Luís de Montes Belos","208,7"
"Santa Isabel","Aparecida de Goiânia","209,7"
"Santa Isabel","Luziânia","234,2"
"Santa Isabel","Formosa","270,7"
"Santa Isabel","Santa Helena de Goiás","367,6"
"Santa Isabel","Itumbiara","416,3"
"Santa Isabel","Itumbiara","416,3"
"Santa Isabel","Catalão","420,1"
"Santa Isabel","Catalão","420,1"
"Santa Isabel","Catalão","420,1"
"Santa Isabel","Catalão","420,1"
"Santa Isabel","Jataí","445,1"
"Santa Isabel","Jataí","445,1"
"Santa Rita do Araguaia","Mineiros","89,1"
"Santa Rita do Araguaia","Jataí","207,3"
"Santa Rita do Araguaia","Jataí","207,3"
"Santa Rita do Araguaia","Santa Helena de Goiás","337,4"
"Santa Rita do Araguaia","São Luís de Montes Belos","376,8"
"Santa Rita do Araguaia","Goiás","426,1"
"Santa Rita do Araguaia","Trindade","473,7"
"Santa Rita do Araguaia","Trindade","473,7"
"Santa Rita do Araguaia","Aparecida de Goiânia","500,4"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Goiânia","501"
"Santa Rita do Araguaia","Itumbiara","517,5"
"Santa Rita do Araguaia","Itumbiara","517,5"
"Santa Rita do Araguaia","Ceres","525,3"
"Santa Rita do Araguaia","Ceres","525,3"
"Santa Rita do Araguaia","Jaraguá","528,4"
"Santa Rita do Araguaia","Anápolis","549,4"
"Santa Rita do Araguaia","Pirenópolis","567,6"
"Santa Rita do Araguaia","Uruaçu","630,7"
"Santa Rita do Araguaia","Águas Lindas de Goiás","651,9"
"Santa Rita do Araguaia","Catalão","666,1"
"Santa Rita do Araguaia","Catalão","666,1"
"Santa Rita do Araguaia","Catalão","666,1"
"Santa Rita do Araguaia","Catalão","666,1"
"Santa Rita do Araguaia","Luziânia","674,5"
"Santa Rita do Araguaia","Formosa","774,3"
"Santa Rita do Novo Destino","Ceres","69,7"
"Santa Rita do Novo Destino","Ceres","69,7"
"Santa Rita do Novo Destino","Uruaçu","86,4"
"Santa Rita do Novo Destino","Jaraguá","91,9"
"Santa Rita do Novo Destino","Pirenópolis","103,4"
"Santa Rita do Novo Destino","Águas Lindas de Goiás","139,9"
"Santa Rita do Novo Destino","Anápolis","164,7"
"Santa Rita do Novo Destino","Goiás","173,2"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Goiânia","213"
"Santa Rita do Novo Destino","Trindade","213,2"
"Santa Rita do Novo Destino","Trindade","213,2"
"Santa Rita do Novo Destino","Luziânia","217,1"
"Santa Rita do Novo Destino","Aparecida de Goiânia","231"
"Santa Rita do Novo Destino","Formosa","241,7"
"Santa Rita do Novo Destino","São Luís de Montes Belos","245"
"Santa Rita do Novo Destino","Santa Helena de Goiás","404"
"Santa Rita do Novo Destino","Catalão","424,2"
"Santa Rita do Novo Destino","Catalão","424,2"
"Santa Rita do Novo Destino","Catalão","424,2"
"Santa Rita do Novo Destino","Catalão","424,2"
"Santa Rita do Novo Destino","Itumbiara","429,8"
"Santa Rita do Novo Destino","Itumbiara","429,8"
"Santa Rita do Novo Destino","Jataí","486,4"
"Santa Rita do Novo Destino","Jataí","486,4"
"Santa Rosa de Goiás","Jaraguá","53,6"
"Santa Rosa de Goiás","Pirenópolis","80"
"Santa Rosa de Goiás","Trindade","80,1"
"Santa Rosa de Goiás","Trindade","80,1"
"Santa Rosa de Goiás","Anápolis","81,3"
"Santa Rosa de Goiás","Goiás","90"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Goiânia","90,7"
"Santa Rosa de Goiás","Aparecida de Goiânia","109,2"
"Santa Rosa de Goiás","Ceres","110,7"
"Santa Rosa de Goiás","Ceres","110,7"
"Santa Rosa de Goiás","São Luís de Montes Belos","129,8"
"Santa Rosa de Goiás","Águas Lindas de Goiás","165,6"
"Santa Rosa de Goiás","Luziânia","204,3"
"Santa Rosa de Goiás","Uruaçu","218,4"
"Santa Rosa de Goiás","Santa Helena de Goiás","270"
"Santa Rosa de Goiás","Formosa","286,4"
"Santa Rosa de Goiás","Itumbiara","312,4"
"Santa Rosa de Goiás","Itumbiara","312,4"
"Santa Rosa de Goiás","Catalão","341"
"Santa Rosa de Goiás","Catalão","341"
"Santa Rosa de Goiás","Catalão","341"
"Santa Rosa de Goiás","Catalão","341"
"Santa Rosa de Goiás","Jataí","371,4"
"Santa Rosa de Goiás","Jataí","371,4"
"Santa Tereza de Goiás","Porangatu","37,9"
"Santa Tereza de Goiás","Uruaçu","115,7"
"Santa Tereza de Goiás","Ceres","231,1"
"Santa Tereza de Goiás","Ceres","231,1"
"Santa Tereza de Goiás","Jaraguá","275,2"
"Santa Tereza de Goiás","Pirenópolis","285,2"
"Santa Tereza de Goiás","Águas Lindas de Goiás","289,2"
"Santa Tereza de Goiás","Formosa","326"
"Santa Tereza de Goiás","Goiás","329,9"
"Santa Tereza de Goiás","Anápolis","349"
"Santa Tereza de Goiás","Luziânia","365,5"
"Santa Tereza de Goiás","Trindade","396,8"
"Santa Tereza de Goiás","Trindade","396,8"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","Goiânia","397,9"
"Santa Tereza de Goiás","São Luís de Montes Belos","413,4"
"Santa Tereza de Goiás","Aparecida de Goiânia","415,6"
"Santa Tereza de Goiás","Santa Helena de Goiás","573,6"
"Santa Tereza de Goiás","Catalão","599,6"
"Santa Tereza de Goiás","Catalão","599,6"
"Santa Tereza de Goiás","Catalão","599,6"
"Santa Tereza de Goiás","Catalão","599,6"
"Santa Tereza de Goiás","Itumbiara","616,7"
"Santa Tereza de Goiás","Itumbiara","616,7"
"Santa Tereza de Goiás","Jataí","644,4"
"Santa Tereza de Goiás","Jataí","644,4"
"Santa Terezinha de Goiás","Uruaçu","78,9"
"Santa Terezinha de Goiás","Ceres","124,2"
"Santa Terezinha de Goiás","Ceres","124,2"
"Santa Terezinha de Goiás","Jaraguá","187,2"
"Santa Terezinha de Goiás","Goiás","213"
"Santa Terezinha de Goiás","Pirenópolis","217,8"
"Santa Terezinha de Goiás","Águas Lindas de Goiás","255,5"
"Santa Terezinha de Goiás","Anápolis","271"
"Santa Terezinha de Goiás","São Luís de Montes Belos","291,5"
"Santa Terezinha de Goiás","Trindade","297,4"
"Santa Terezinha de Goiás","Trindade","297,4"
"Santa Terezinha de Goiás","Goiânia","306,1"
